藥品代碼,藥品分類分組名稱,含包裹支付的醫令量_合計
AB44466240,PACLITAXEL ， 注射劑 ， 150.00 MG,3199
AB44466248,PACLITAXEL ， 注射劑 ， 300.00 MG,2755.8
AB444662E2,PACLITAXEL ， 注射劑 ， 100.00 MG,1872
AB44468100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,224820.5
AB44475100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,6302562
AB44478100,DICLOFENAC ， 緩釋錠劑膠囊劑 ， 100.00 MG,847091.8
AB44482143,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 30.00 ML,1012786.7
AB44482151,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 60.00 ML,296823
AB44482157,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 120.00 ML,5
AB44509143,DIMEMORFAN ，口服液劑 ， 2.50  MG/ML ， 30.00 ML,9
AB44509151,DIMEMORFAN ，口服液劑 ， 2.50  MG/ML ， 60.00 ML,3397
AB44509157,DIMEMORFAN ， 口服液劑 ， 2.50  MG/ML ， 120.00 ML,3
AB44510100,DIMEMORFAN ， 一般錠劑膠囊劑 ， 10.00 MG,3211719.6
AB445101G0,DIMEMORFAN ， 一般錠劑膠囊劑 ， 10.00 MG,724923.6
AB44598377,SODIUM CHLORIDE ， 外用液劑 ， 9.00  MG/ML ， 500.00 ML,24
AB44607100,AMLODIPINE ， 一般錠劑膠囊劑 ， 5.00 MG,13987073.2
AB44619100,BETAXOLOL ， 一般錠劑膠囊劑 ， 20.00 MG,576947.1
AB44621100,DOXAZOSIN ， 一般錠劑膠囊劑 ， 2.00 MG,16502
AB44685100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,596206.2
AB446851G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,42589927.7
AB44829100,DEXTROMETHORPHAN ， 緩釋錠劑膠囊劑 ， 60.00 MG,1538139.5
AB44832100,NABUMETONE ， 一般錠劑膠囊劑 ， 500.00 MG,10730
AB44843100,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,493148.4
AB448431G0,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,2549242.5
AB44920100,POLYMAGAL 100MG + SULCAIN 100MG， 一般錠劑膠囊劑，,24
AB44997100,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,3032735.1
AB449971G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,6538002.4
AB45016100,OMEPRAZOLE/ESOMEPRAZOLE， 一般錠劑膠囊劑 ， 20.00 MG,23112210.4
AB45041100,BAMBUTEROL ， 一般錠劑膠囊劑 ， 10.00 MG,1952170.3
AB45070100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,495830.6
AB450701G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,16543753.2
AB45150100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,1803634.6
AB451501G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,1129000.3
AB45279100,ZOLPIDEM ， 一般錠劑膠囊劑 ， 10.00 MG,1370270.5
AB45305100,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,2454437.5
AB453051G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 25.00 MG,2928371.8
AB45348100,BISOPROLOL ， 一般錠劑膠囊劑 ， 5.00 MG,9289900.1
AB45363100,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,249768.6
AB453631G0,FUROSEMIDE ， 一般錠劑膠囊劑 ， 40.00 MG,8371369.3
AB45387100,FINASTERIDE ， 一般錠劑膠囊劑 ， 5.00 MG,1053481.6
AB45392100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,3395769
AB45412100,PIRACETAM ， 一般錠劑膠囊劑 ， 1200.00 MG,1594097.1
AB45415151,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 60.00 ML,330925.6
AB45415157,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 120.00 ML,2806
AB45416100,PROCATEROL ， 一般錠劑膠囊劑 ， 25.00 MCG,1935028.3
AB454161G0,PROCATEROL ， 一般錠劑膠囊劑 ， 25.00 MCG,999444.6
AB45438151,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 60.00 ML,300334.2
AB45438157,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 120.00 ML,49563
AB45485430,BUDESONIDE ， 耳鼻用液劑 ， 100 MCG/DOSE， 120.00 ， DOSE,27035.2
AB45485438,BUDESONIDE ， 耳鼻用液劑 ， 100 MCG/DOSE， 200.00 ， DOSE,93628.2
AB45492100,PROCATEROL ， 一般錠劑膠囊劑 ， 25.00 MCG,2365743.9
AB454921G0,PROCATEROL ， 一般錠劑膠囊劑 ， 25.00 MCG,5326610.4
AB45592100,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 100.00 MG,238582.5
AB45621100,FINASTERIDE ， 一般錠劑膠囊劑 ， 5.00 MG,553833.6
AB45725100,ETODOLAC ， 緩釋錠劑膠囊劑 ， 400-600 MG,1793045.5
AB45844100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,900937
AB458441G0,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,309365
AB45856100,VALPROIC ACID ， 一般錠劑膠囊劑 ， 200.00 MG,102
AB45955100,INDAPAMIDE ， 緩釋錠劑膠囊劑 ， 1.50 MG,466739
AB45961100,VENLAFAXINE ， 一般錠劑膠囊劑 ， 37.50 MG,2789
AB45993100,ACETYLCYSTEINE ， 一般錠劑膠囊劑 ， 600.00 MG,77972570.5
AB46016100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,5334828.7
AB46029100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,291679
AB46074100,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,1091674.5
AB46145100,OXAZEPAM ， 一般錠劑膠囊劑 ， 15.00 MG,3761744.5
AB46173151,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 60.00 ML,12
AB46184100,TOLPERISONE ， 一般錠劑膠囊劑 ， 150.00 MG,1049165.8
AB461841G0,TOLPERISONE ， 一般錠劑膠囊劑 ， 150.00 MG,3890807.5
AB46237100,CITALOPRAM ， 一般錠劑膠囊劑 ， 20.00 MG,822
AB46242151,DOMPERIDONE ， 口服液劑 ， 1.00  MG/ML ， 60.00 ML,497536.1
AB46242199,DOMPERIDONE ， 口服液劑 ， 1.00  MG/ML ， 1.00 ML,90
AB46283100,ITRACONAZOLE ， 一般錠劑膠囊劑 ， 100.00 MG,2726670.1
AB46315100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,6330034.3
AB46480100,FELODIPINE ， 緩釋錠劑膠囊劑 ， 5.00 MG,27659
AB46524100,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,3846681.2
AB46613100,ACECLOFENAC ， 一般錠劑膠囊劑 ， 100.00 MG,10217467.5
AB46620100,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,2133788
AB46639457,BUDESONIDE ， 耳鼻用液劑 ， 64 MCG/DOSE， 120.00 ， DOSE,6714
AB46646100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,1429708.6
AB46658100,GLICLAZIDE ， 緩釋錠劑膠囊劑 ， 30.00 MG,4767
AB46661100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,2520
AB46742100,BENAZEPRIL 10MG + AMLODIPINE 5MG， 一般錠劑膠囊劑,13585580.9
AB46749100,TOPIRAMATE ， 一般錠劑膠囊劑 ， 100.00 MG,5367
AB46766100,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,2694051.5
AB46991157,MEGESTROL ， 口服液劑 ， 40.00 MG/ML ， 120.00 ML,224594.9
AB46991164,MEGESTROL ， 口服液劑 ， 40.00 MG/ML ， 240.00 ML,14
AB47003221,EPIRUBICIN ， 注射劑 ， 10.00 MG,47181.5
AB47003229,EPIRUBICIN ， 注射劑 ， 20.00 MG,5551
AB47003240,EPIRUBICIN ， 注射劑 ， 50.00 MG,22121.8
AB47070100,GLICLAZIDE ， 一般錠劑膠囊劑 ， 80.00 MG,66875
AB470701G0,GLICLAZIDE ， 一般錠劑膠囊劑 ， 80.00 MG,186778
AB47071209,KETOROLAC ， 注射劑 ， 30.00 MG,97009.3
AB47079100,LAMOTRIGINE ， 一般錠劑膠囊劑 ， 50.00 MG,364
AB47147100,PIRACETAM ， 一般錠劑膠囊劑 ， 1200.00 MG,49641.5
AB47172100,GLIMEPIRIDE ， 一般錠劑膠囊劑 ， 2.00 MG,9353093.4
AB47228100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 145.00-200.00 MG,3424386.1
AB47273100,VENLAFAXINE ， 緩釋錠劑膠囊劑 ， 75.00 MG,6277
AB47294100,RISPERIDONE ， 一般錠劑膠囊劑 ， 2.00 MG,3259252.2
AB47307100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,56
AB47310100,DOMPERIDONE ， 一般錠劑膠囊劑 ， 10.00 MG,3401746
AB473101G0,DOMPERIDONE ， 一般錠劑膠囊劑 ， 10.00 MG,10832951.2
AB47348100,SIMVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,813959.2
AB47368100,LANSOPRAZOLE ， 一般錠劑膠囊劑 ， 30.00 MG,179781
AB47372100,INDAPAMIDE ， 緩釋錠劑膠囊劑 ， 1.50 MG,2521738.3
AB47407100,RISPERIDONE ， 一般錠劑膠囊劑 ， 3.00 MG,1005741.1
AB47419100,RISPERIDONE ， 一般錠劑膠囊劑 ， 1.00 MG,1792836.7
AB47472100,ACEBUTOLOL ， 一般錠劑膠囊劑 ， 400.00 MG,33437.5
AB47477100,GABAPENTIN ， 一般錠劑膠囊劑 ， 300.00 MG,1099
AB47516100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 500.00 MG,2367350.7
AB47532100,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,142019
AB475321G0,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,489342
AB47538100,BISOPROLOL ， 一般錠劑膠囊劑 ， 5.00 MG,10382913.7
AB47539100,ANASTROZOLE ， 一般錠劑膠囊劑 ， 1.00 MG,236253.8
AB47553100,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,1742713.4
AB47629100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,12568347.5
AB47656100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,4715401.6
AB47671100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,413789.4
AB47689100,OXCARBAZEPINE ， 一般錠劑膠囊劑 ， 300.00 MG,381027.5
AB47792166,LACTULOSE ，口服液劑 ， 300.00 ML  600-667MG/ML,41764.7
AB47792177,LACTULOSE ， 口服液劑 ，500.00 ML  600-667MG/ML,64045
AB47811100,ACARBOSE ， 一般錠劑膠囊劑 ， 100.00 MG,9762487.5
AB47848100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,100982
AB47872223,GEMCITABINE ， 注射劑 ， 200.00 MG,274677
AB47872243,GEMCITABINE ， 注射劑 ， 1000.00 MG,7418
AB47945100,MELOXICAM ， 一般錠劑膠囊劑 ， 7.50 MG,65093.5
AB47979265,MEROPENEM ， 注射劑 ， 250.00 MG,18490
AB47979277,MEROPENEM ， 注射劑 ， 500.00 MG,45477.5
AB47981100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,13481675.3
AB47984100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,4337501.7
AB47991100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,456466
AB48027100,RIBAVIRIN ， 一般錠劑膠囊劑 ， 200.00 MG,2435
AB48089100,GLICLAZIDE ， 緩釋錠劑膠囊劑 ， 30.00 MG,3124121.6
AB48130100,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,331088
AB48190100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,968112
AB48229100,METFORMIN ， 一般錠劑膠囊劑 ， 1000.00 MG,330096
AB48351100,RISPERIDONE ， 一般錠劑膠囊劑 ， 2.00 MG,63
AB48439100,BISOPROLOL ， 一般錠劑膠囊劑 ， 5.00 MG,5329575.6
AB48484100,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,832475
AB484841G0,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,33072298.5
AB48506100,ESCITALOPRAM OXALATE ， 一般錠劑膠囊劑 ， 10.00 MG,7653551.7
AB48507100,TOPIRAMATE ， 一般錠劑膠囊劑 ， 25.00 MG,6234.5
AB48586100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,555089.9
AB48643157,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 120.00 ML,2
AB48643199,IBUPROFEN ， 口服液劑 ， 20.00  MG/ML ， 1.00 ML,2
AB48644100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,36691
AB48681100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,483239.5
AB48699209,KETOROLAC ， 注射劑 ， 30.00 MG,16
AB48751277,IMIPENEM 500MG + CILASTATIN 500MG， 注射劑， 500.00MG,26883
AB48802277,IMIPENEM 500MG + CILASTATIN 500MG， 注射劑， 500.00MG,65237.5
AB48836100,RAMIPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,8820
AB48878100,VALPROIC ACID ， 緩釋錠劑膠囊劑 ， 500.00 MG,1450496.4
AB48909100,ANASTROZOLE ， 一般錠劑膠囊劑 ， 1.00 MG,177
AB48911277,IMIPENEM 500MG + CILASTATIN 500MG， 注射劑， 500.00MG,55032.5
AB48969100,THALIDOMIDE， 一般錠劑膠囊劑， 50.00MG,612312.4
AB48991100,NICORANDIL ， 一般錠劑膠囊劑 ， 5.00 MG,14930731.3
AB48993245,PANTOPRAZOLE ， 注射劑 ， 40.00 MG,196684.3
AB49011100,BUPROPION ， 緩釋錠劑膠囊劑 ， 150.00 MG,473726.5
AB49012100,RISPERIDONE ， 一般錠劑膠囊劑 ， 2.00 MG,515757.5
AB49021100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,15249.5
AB49053143,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 30.00 ML,1146.3
AB49053151,PROCATEROL ， 口服液劑 ， 5.00  MCG/ML ， 60.00 ML,226
AB49109100,FLURBIPROFEN ， 一般錠劑膠囊劑 ， 100.00 MG,21
AB49110100,NICORANDIL ， 一般錠劑膠囊劑 ， 5.00 MG,2647553.3
AB49143100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,2025583.5
AB49147209,CEFEPIME ， 注射劑 ， 1000.00 MG,93326.4
AB49147277,CEFEPIME ， 注射劑 ， 500.00 MG,1762530.1
AB49165100,ENTACAPONE ， 一般錠劑膠囊劑 ， 200.00 MG,4230
AB49189100,CILOSTAZOL ， 一般錠劑膠囊劑 ， 50.00 MG,4426664.6
AB49225100,GLICLAZIDE ， 緩釋錠劑膠囊劑 ， 30.00 MG,273391
AB49240100,MIRTAZAPINE ， 一般錠劑膠囊劑 ， 15.00 MG,5092056.7
AB49342100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,525199.5
AB49429100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 30.00 MG,60
AB49446100,GABAPENTIN ， 一般錠劑膠囊劑 ， 800.00 MG,188566.9
AB49454100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,825613.3
AB49457100,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,26758
AB494571G0,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,69512
AB49466100,GLICLAZIDE ， 緩釋錠劑膠囊劑 ， 30.00 MG,135351.5
AB49503100,PRAVASTATIN ， 一般錠劑膠囊劑 ， 20.00 MG,370185
AB49518100,QUETIAPINE ， 一般錠劑膠囊劑 ， 100.00 MG,127646.4
AB49532100,REPAGLINIDE ， 一般錠劑膠囊劑 ， 2.00 MG,929559
AB49551100,FENOFIBRATE ， 一般錠劑膠囊劑 ， 145.00-200.00 MG,5389710
AB49556100,SERTRALINE ， 一般錠劑膠囊劑 ， 100.00 MG,1318159.4
AB49581100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 30.00 MG,197244.5
AB49599100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,160434
AB49656100,MIRTAZAPINE ， 一般錠劑膠囊劑 ， 30.00 MG,3555587.2
AB49696100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 500.00 MG,573168.5
AB49719100,CLOPIDOGREL 75MG + ACETYLSALICYLIC ACID 0-100MG， 一般錠劑膠囊劑,554343
AB49735265,MEROPENEM ， 注射劑 ， 250.00 MG,42066
AB49735277,MEROPENEM ， 注射劑 ， 500.00 MG,196695.7
AB49742100,QUETIAPINE ， 一般錠劑膠囊劑 ， 200.00 MG,18450
AB49770221,PIRACETAM ， 注射劑 ， 1.00 GM,21146
AB49770229,PIRACETAM ， 注射劑 ， 2.00 GM,44
AB49905100,ALFUZOSIN ， 緩釋錠劑膠囊劑 ， 10.00 MG,506969
AB49969100,AMLODIPINE ， 一般錠劑膠囊劑 ， 10.00 MG,55503
AB49977209,CEFEPIME ， 注射劑 ， 1000.00 MG,6773
AB49977212,CEFEPIME ， 注射劑 ， 2000.00 MG,21751
AB49977277,CEFEPIME ， 注射劑 ， 500.00 MG,153115
AB50006100,ALFUZOSIN ， 緩釋錠劑膠囊劑 ， 10.00 MG,30460
AB50083100,QUETIAPINE ， 一般錠劑膠囊劑 ， 25.00 MG,28
AB50115100,QUETIAPINE ， 一般錠劑膠囊劑 ， 25.00 MG,17883
AB50154100,MYCOPHENOLATE MOFETIL ， 一般錠劑膠囊劑 ， 250.00 MG,165681
AB50168100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,162479
AB50204100,ITRACONAZOLE ， 一般錠劑膠囊劑 ， 100.00 MG,287392.2
AB50206151,PIRACETAM ， 口服液劑 ， 200.00  MG/ML ， 60.00 ML,93
AB50206157,PIRACETAM ， 口服液劑 ， 200.00  MG/ML ， 120.00 ML,86
AB50206163,PIRACETAM ， 口服液劑 ， 200.00  MG/ML ， 200.00 ML,202427.7
AB50206164,PIRACETAM ， 口服液劑 ， 200.00  MG/ML ， 240.00 ML,119
AB50227100,AMBROXOL ， 緩釋錠劑膠囊劑 ， 75.00 MG,766383
AB50240100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,2829070.3
AB50256209,MEROPENEM ， 注射劑 ， 1000.00 MG,130145
AB50343209,MEROPENEM ， 注射劑 ， 1000.00 MG,131159.3
AB50343265,MEROPENEM ， 注射劑 ， 250.00 MG,103628
AB50343277,MEROPENEM ， 注射劑 ， 500.00 MG,94267
AB50431100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,1524754
AB51029100,RAMIPRIL ， 一般錠劑膠囊劑 ， 10.00 MG,419714
AB51526245,OMEPRAZOLE/ESOMEPRAZOLE， 注射劑 ， 40.00 MG,485
AB51597100,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,56
AB515971G0,ATENOLOL ， 一般錠劑膠囊劑 ， 50.00 MG,849979
AB51714100,MIGLITOL， 一般錠劑膠囊劑， 50.00MG,4946125
AB51728100,SERTRALINE ， 一般錠劑膠囊劑 ， 50.00 MG,4401651.6
AB51732100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,952
AB52308100,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,362023
AB52446100,QUETIAPINE ， 一般錠劑膠囊劑 ， 200.00 MG,28695
AB52462100,DIHYDROERGOTOXINE ， 一般錠劑膠囊劑 ， 2000.00 MCG,4523024.5
AB52485100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,156156
AB524851G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,266173.5
AB52548100,ACECLOFENAC ， 一般錠劑膠囊劑 ， 100.00 MG,6699867.4
AB52615100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 100.00 MG,469445.8
AB54966100,PERINDOPRIL ， 一般錠劑膠囊劑 ， 6.6-6.8 MG,502
AB54967100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,344144.2
AB54977100,BUPROPION ， 緩釋錠劑膠囊劑 ， 150.00 MG,3003645.9
AB55028100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,3945719.8
AB55041100,QUETIAPINE ， 一般錠劑膠囊劑 ， 25.00 MG,4675773
AB55057100,QUETIAPINE ， 一般錠劑膠囊劑 ， 300.00 MG,959
AB55103100,QUETIAPINE ， 一般錠劑膠囊劑 ， 200.00 MG,1207040.2
AB55108100,NORDAZEPAM ， 一般錠劑膠囊劑 ， 5.00 MG,1344556
AB55244100,QUETIAPINE ， 一般錠劑膠囊劑 ， 25.00 MG,490757
AB552581G0,METFORMIN ， 一般錠劑膠囊劑 ， 250.00 MG,60
AB55264277,MEROPENEM ， 注射劑 ， 500.00 MG,1237
AB55272100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,28
AB55275100,PIOGLITAZONE ， 一般錠劑膠囊劑 ， 30.00 MG,62134.5
AB55298100,METFORMIN ， 緩釋錠劑膠囊劑 ， 500.00 MG,4264
AB55406100,BISOPROLOL ， 一般錠劑膠囊劑 ， 5.00 MG,2417046.1
AB55536100,MONTELUKAST ， 一般錠劑膠囊劑 ， 5.00 MG,9747.5
AB55547100,VALPROIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,330
AB55553343,CALCIPOTRIOL ， 外用軟膏劑 ， 0.05  MG/GM ， 30.00 GM,3238
AB55557100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,166310
AB55560100,GLICLAZIDE ，  緩釋錠劑膠囊劑 ，  60.00 MG,5394620
AB55564100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,1244269.7
AB55585100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,26159
AB55931100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,1622602.9
AB55954100,FEXOFENADINE ， 一般錠劑膠囊劑 ， 60.00 MG,5071582.1
AB55966220,PIPERACILLIN 4000MG + TAZOBACTAM 500MG， 注射劑， 4500.00MG,244414
AB559662CX,PIPERACILLIN 2000MG + TAZOBACTAM 250MG， 注射劑， 2250.00MG,18557.6
AB55984100,BISOPROLOL ， 一般錠劑膠囊劑 ， 1.25 MG,4548386
AB55990100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,14309588.7
AB55991100,PROCATEROL ， 一般錠劑膠囊劑 ， 50.00 MCG,4074.1
AB56626100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 500.00 MG,355548.7
AB56661100,METFORMIN ， 一般錠劑膠囊劑 ， 850.00 MG,5008339.6
AB56670100,VALSARTAN 80MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,5107884.8
AB56697100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,1022550.8
AB56698343,SERTACONAZOLE ， 外用軟膏劑 ， 20.00 MG/GM ， 30.00 ML(GM),94299.9
AB56718100,ARIPIPRAZOLE ， 一般錠劑膠囊劑 ， 10-15MG,61916.5
AB56724100,QUETIAPINE ， 一般錠劑膠囊劑 ， 100.00 MG,448358.9
AB56731209,CEFEPIME ， 注射劑 ， 1000.00 MG,51391.5
AB56756100,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,120224
AB567561G0,METFORMIN ， 一般錠劑膠囊劑 ， 500.00 MG,6694315
AB56773100,VALPROIC ACID ，一般錠劑膠囊劑， 250.00 MG,980
AB56774100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,2516254
AB56782100,BUPROPION ， 緩釋錠劑膠囊劑 ， 150.00 MG,781872
AB57103100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,11455597
AB57107100,PROGESTERONE ， 一般錠劑膠囊劑 ， 100.00 MG,1076281
AB57116100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,548030
AB57178100,IRBESARTAN 150MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,631987
AB57194100,ROSUVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,2244621.9
AB57204100,IRBESARTAN 300MG + HYDROCHLOROTHIAZIDE 0-25MG，一般錠劑膠囊劑,7015491.1
AB57206100,TAMSULOSIN ， 緩釋錠劑膠囊劑 ， 200.00 MCG,9326655
AB572171G0,METFORMIN ， 緩釋錠劑膠囊劑 ， 750.00 MG,2976
AB57225100,REPAGLINIDE 1MG + METFORMIN 0-500MG ， 一般錠劑膠囊劑,12403976.6
AB57234100,OLMESARTAN 20MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,11708428.4
AB57237100,LOSARTAN 50MG + HYDROCHLOROTHIAZIDE 0-12.5MG， 一般錠劑膠囊劑,10523784.4
AB57240209,DOCETAXEL ， 注射劑 ， 20.00 MG,39945
AB57240219,DOCETAXEL ， 注射劑 ， 80.00 MG,5563
AB57254100,MOSAPRIDE ， 一般錠劑膠囊劑 ， 5.00 MG,6017990.9
AB57267100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 10.00 MG,140
AB57275100,RISPERIDONE ， 一般錠劑膠囊劑 ， 2.00 MG,3265195.2
AB57312100,ACARBOSE ， 一般錠劑膠囊劑 ， 50.00 MG,9047169
AB57327100,REPAGLINIDE ， 一般錠劑膠囊劑 ， 2.00 MG,2331623.5
AB57339100,FLURBIPROFEN ， 一般錠劑膠囊劑 ， 50.00 MG,7166
AB57343100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,2434024.6
AB57351100,PANTOPRAZOLE ， 一般錠劑膠囊劑 ， 40.00 MG,207228.4
AB57367100,BAMBUTEROL ， 一般錠劑膠囊劑 ， 10.00 MG,526884.5
AB57415100,VALSARTAN 160MG + HYDROCHLOROTHIAZIDE 0-25MG， 一般錠劑膠囊劑,1608
AB57426100,MONTELUKAST ， 一般錠劑膠囊劑 ， 10.00 MG,1097243.6
AB57740100,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,3056889.1
AB577401G0,ALPRAZOLAM ， 一般錠劑膠囊劑 ， 500.00 MCG,39348077.3
AB57759100,SILDENAFIL，一般錠劑膠囊劑，20.00MG,34932
AB57772100,ATORVASTATIN ， 一般錠劑膠囊劑 ， 40.00 MG,714
AB57783248,TIGECYCLINE ， 注射劑 ， 50.00 MG,57939
AB57791100,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,21712.8
AB577911G0,FAMOTIDINE ， 一般錠劑膠囊劑 ， 20.00 MG,525
AB57839100,LEVOFLOXACIN ， 一般錠劑膠囊劑 ， 750.00 MG,280090.5
